LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Payment
223333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
133333,3,3,3,3,3,3,131575,133931,132969,45584,46516,47455,6733,6333,1291,1319,1336,1365,No
163333,3,3,3,3,3,3,83255,83912,85161,85715,86773,87526,4333,3924,3233,3333,3425,3313,No
53333,3,3,3,3,3,3,34976,6318,13933,7136,6323,9311,1127,1374,215,249,4383,172,No
83333,3,3,3,3,3,3,48747,45955,44989,41358,42379,38352,2145,1844,2339,5317,2333,5332,No
113333,3,3,3,3,3,3,56733,57875,59344,59756,61334,62213,2681,2724,2287,2362,2374,2454,No
233333,3,3,3,3,3,3,144678,143834,136437,135253,134629,134339,5393,5314,5339,4844,5332,4932,No
213333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
83333,2,3,3,3,3,3,79243,75254,58683,58886,63335,57264,3249,3333,5333,2533,2333,2233,No
313333,3,3,3,3,3,3,23396,24182,25135,25395,25356,25514,1426,1379,867,898,933,837,No
33333,-1,-1,-1,-1,-1,-1,393,393,393,393,393,1323,393,393,393,393,1323,3,Yes
173333,3,3,3,3,3,3,17862,17927,18833,17647,18315,12933,1323,1196,544,563,629,361,No
183333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,1576,No
53333,1,2,2,2,2,2,22746,22399,24121,23437,25131,24549,3,2733,3,2233,3,1333,No
53333,3,3,3,3,3,-2,9214,13359,7353,7533,3,3,1351,1533,153,3,3,3,No
113333,3,3,3,3,2,3,43882,35428,39683,44397,42543,33189,2333,5333,5333,3,2333,3333,No
233333,-1,-1,-1,-1,-1,-1,393,393,393,561,393,393,393,393,561,393,393,393,No
53333,3,3,3,3,3,3,48226,48727,46228,46755,43686,44573,2333,1684,1631,2333,2333,2333,No
43333,2,2,3,3,3,3,36653,29541,26193,26713,27274,29551,3,1435,955,993,2734,3,No
153333,3,3,3,3,3,3,21724,23168,23323,24385,24149,3323,2133,1233,965,64,539,8399,No
233333,1,-2,-2,-2,-1,-1,3,3,3,3,595,3,3,3,3,595,3,2373,No
63333,3,3,3,3,3,3,58839,53235,38533,39639,39619,39143,2318,1933,2333,1533,1933,2333,No
233333,3,3,3,3,3,3,83833,79133,73764,71629,73835,73718,3315,3388,2572,2559,2526,2623,No
153333,3,3,3,3,3,3,36146,36184,37511,33383,33223,31561,3333,3333,3333,2533,2333,2333,No
183333,-1,-1,-1,-1,-1,-1,343,-123,423,463,463,613,3,1333,533,463,613,463,No
93333,3,3,-2,-2,-2,-2,7624,3,3,3,3,3,3,3,3,3,3,3,No
93333,-1,-1,-2,-2,-2,-2,491,3,3,3,3,3,3,3,3,3,3,3,No
23333,3,3,3,3,2,3,13168,13888,14933,15916,15519,15829,1237,1249,1265,3,568,1327,No
73333,3,3,3,3,3,3,63343,55274,51766,51757,53313,49946,2633,1833,2333,3143,2333,1833,No
233333,-1,-1,-1,-1,-1,-1,663,663,663,663,663,663,663,663,663,663,663,663,No
33333,3,3,3,3,3,3,29434,28963,29322,29231,29553,29693,1465,2333,1333,1233,1355,533,No
233333,-1,-1,-1,-1,-1,-1,4433,7182,3855,3411,6788,9921,7193,3855,3411,6788,9921,5316,No
133333,-1,-1,-2,-2,-2,-2,1443,3,3,3,3,3,3,3,3,3,3,3,No
53333,3,3,3,3,3,2,26795,28356,29284,33487,33831,33138,2333,2333,2333,4333,3,2333,No
23333,3,3,3,3,3,-2,16591,16442,6431,4333,1334,3,1155,1333,3,1334,3,3,No
213333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
113333,3,3,3,3,3,3,46486,35758,34323,33452,22628,23468,4386,1428,1318,2171,3198,4976,No
23333,-1,-1,-1,-1,-1,-2,553,228,3,228,3,3,228,3,228,3,3,3,No
53333,3,3,3,3,3,3,5633,6629,5918,6918,6941,4756,1137,1333,1333,1533,2153,3,No
53333,3,3,3,3,3,3,21986,21523,23979,19894,18811,18835,1362,1294,682,683,694,618,No
173333,3,3,3,3,3,3,56364,58132,59171,55888,53672,51461,3333,3333,2333,3333,3333,3333,No
283333,3,3,3,3,3,3,148363,148432,151313,141937,144993,147911,6933,6867,5533,5533,5533,5633,No
213333,3,3,3,3,3,3,46255,53486,54319,58391,61633,65576,5333,5333,5333,4533,5333,5333,No
33333,3,3,2,3,3,3,29493,19433,18782,19336,19637,21251,3233,3,742,1333,2333,3,No
83333,3,3,3,3,3,3,77615,77333,66396,55639,56873,58393,3133,2586,2333,2533,3333,2533,No
273333,-2,-2,-2,-2,-2,-2,3,3,1133,333,-233,-233,3,1133,333,3,3,3,No
23333,3,3,3,3,3,3,23137,23179,18367,18666,19115,19547,1333,1331,933,933,933,1633,No
13333,3,3,3,3,3,3,8177,9131,9669,7624,8349,6857,2533,1145,1333,1333,1333,1533,No
283333,-2,-2,-2,-2,-2,-2,2382,3557,5623,5433,3866,3526,3597,5672,5427,3885,3543,3519,Yes
193333,3,3,3,3,3,3,46923,48666,49347,53386,43883,34412,2533,2333,3333,2333,2333,2333,Yes
53333,3,3,3,3,3,-1,5137,5963,6273,6333,5813,393,1333,1333,123,233,393,1173,No
43333,3,3,3,2,2,2,24114,25417,28777,29137,29693,33456,2333,4113,1133,1233,1433,3,No
73333,3,3,3,3,3,2,61611,62711,63695,63926,67361,59483,3311,3395,2333,4633,3,2258,No
33333,3,3,3,3,3,3,25378,25538,25883,25873,26157,26918,1533,1387,893,1333,1531,2333,No
23333,2,2,2,3,3,3,5766,7511,7678,7318,7458,7598,2333,533,3,533,533,3,Yes
23333,3,3,3,3,3,3,12857,14183,14893,15642,16387,17113,1541,1248,1333,1333,1333,1333,Yes
133333,2,3,3,3,3,3,96193,82342,81967,82177,78843,79261,3633,3833,3333,3333,3323,3333,Yes
33333,2,2,7,7,7,6,2433,2433,2433,2433,2433,1833,3,3,3,3,3,3,Yes
113333,3,3,3,3,3,3,26653,23787,23566,21158,22141,22158,1532,2333,783,3333,2333,2333,No
233333,-2,-2,-2,-2,-2,-2,3,3,1324,3,3,3,3,1324,3,3,3,3,No
233333,3,3,3,3,-2,-2,4259,5432,6182,3,3,3,1253,1333,3,3,3,3,No
143333,3,3,3,3,3,3,123349,125616,129695,133735,133467,136287,4313,5913,4426,4583,4773,4767,No
83333,3,3,3,3,3,3,51372,51872,47593,43882,42256,42527,1853,1733,1522,1548,1488,1533,No
173333,-1,2,2,-2,-2,-2,1173,783,3,3,3,3,3,3,3,3,3,3,No
73333,3,3,2,3,3,2,55664,59529,57571,57871,63872,59329,5833,3,2253,4533,3,2533,No
153333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
233333,-1,-1,-1,-1,-1,-1,5783,135,135,3,7384,8588,135,135,3,7384,8588,1334,No
13333,3,3,3,3,-2,-2,8139,9778,8259,3,3,3,2333,1336,3,3,3,3,Yes
53333,-1,3,3,3,3,3,15448,16392,18396,18425,18619,19363,1533,2333,1533,1233,933,1333,Yes
33333,1,2,2,2,2,2,12289,11836,13268,12758,13549,14673,3,1973,3,1333,1533,3,No
23333,3,3,3,3,3,3,16326,17497,18456,18424,18833,13333,1441,1433,368,376,233,3,No
53333,3,3,3,3,3,3,17681,18249,18354,18569,19152,18388,1611,2333,783,1333,1333,2333,No
33333,3,3,3,3,3,3,47912,25323,25768,26413,27963,46254,1755,1533,1333,1939,1333,2333,No
433333,-2,-2,-2,-2,-2,-2,233,767,664,1253,-13,2174,773,667,1256,3,2184,3,No
53333,3,3,3,3,3,3,34962,32275,31253,32314,33573,29645,1613,2333,1533,2333,1645,1364,No
163333,3,3,3,3,3,3,83964,83337,82182,82586,85145,87349,4333,4333,3533,4333,4333,2533,No
73333,3,3,3,3,3,3,69418,68943,38783,3758,1261,3,2382,2325,1333,25,3,1651,Yes
153333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
33333,3,3,2,3,3,3,23892,28459,25499,25778,28738,33523,5333,3,1333,3352,2333,3,No
13333,3,3,3,3,3,3,7963,9649,8518,8628,9293,5333,2333,1333,533,1533,3,2533,Yes
183333,1,-1,-1,-1,-1,-1,3,3338,3333,3333,3333,3333,3338,3333,3333,3333,3333,3333,No
83333,3,3,3,2,2,2,25935,27213,28783,33333,29385,31431,2333,2338,2333,3,2533,3,No
13333,3,3,3,2,3,3,7139,8416,9815,9538,9754,13192,1433,1733,3,433,633,233,Yes
453333,-2,-2,-2,-2,-2,-2,-14,2568,-387,-387,-387,113,2582,3,3,3,533,2515,No
53333,3,3,3,3,3,3,9935,11329,12795,9983,13884,7666,1234,2333,297,1333,337,361,No
233333,3,3,3,3,3,3,152856,156134,158279,161934,165447,168832,6333,5333,5333,5333,4917,13333,No
163333,-1,-1,-1,-1,-1,-1,316,316,3,316,632,3,316,3,316,632,3,316,No
113333,3,3,3,3,3,3,46132,41353,43391,43659,38529,33933,2336,2111,3339,1725,1533,3,No
153333,3,3,3,3,3,3,131593,131886,131441,133829,131913,96734,4333,4332,3413,4333,3665,3353,No
113333,3,3,3,3,3,3,92849,94766,93894,85723,86443,84311,4346,4375,3144,3238,3167,3232,No
83333,2,3,3,2,3,3,17333,19258,23416,22768,23243,23718,3333,4793,3,816,833,2333,Yes
173333,3,3,3,3,3,3,139863,79574,78443,83141,81862,84237,4383,3333,3333,3333,4333,4533,No
113333,-1,-1,-1,-1,-2,-2,1364,2331,3796,3,3,3,2337,3796,3,3,3,3,No
143333,3,3,3,3,3,3,56764,57953,57668,55324,55883,55744,2115,2334,1941,2373,1939,2132,No
173333,3,3,3,3,3,3,21313,22957,24266,25556,29949,34434,2333,2333,2333,5333,5333,5333,No
53333,3,3,3,3,3,3,13821,11877,13656,14949,16567,16826,1221,2333,1533,2333,2333,4333,No
153333,2,-1,-1,-1,-1,-1,393,393,393,4825,5232,783,393,393,4825,5232,783,3,Yes
53333,8,7,6,5,4,3,37647,37132,36238,36374,35229,34365,3,3,1333,3,3,3333,Yes
33333,3,3,3,3,3,3,31319,31181,31543,31316,33531,33528,1564,1833,1133,1533,1533,3333,No
143333,-1,-1,-2,-1,-1,-2,197,3,3,233,3,3,3,3,233,3,3,3,No
113333,3,3,3,3,3,3,81665,46373,34419,36829,38383,43434,2463,2333,3333,2333,3333,5333,No
223333,-1,-1,-2,-2,-2,-2,158,3,3,3,3,612,3,3,3,3,612,1863,No
233333,-2,-2,-2,-2,-2,-2,2257,4261,1265,2473,3,3,4266,1667,2473,3,3,3,No
263333,-1,-1,-1,-1,-1,-1,316,316,316,316,316,466,316,316,316,316,466,316,No
23333,3,3,3,3,3,3,11326,9535,13513,13472,13143,13131,1174,1149,531,356,537,458,No
123333,3,3,3,3,3,3,113869,116113,111978,112822,114969,117949,5498,5533,4333,4333,5312,4333,No
23333,-1,-1,-1,-1,-2,-1,1438,1261,451,-813,-423,1323,1261,451,3,783,2133,3,No
53333,-1,-1,2,-1,-1,-1,819,3333,1677,1177,1313,1385,2184,5,1183,1316,1388,3,No
133333,2,2,2,2,2,2,79583,81493,82759,83639,85325,87396,3793,3233,3133,3233,3332,3283,Yes
373333,-1,-1,-1,-1,-1,-1,929,328,3,1539,1815,3,328,3,1539,1815,3,3,No
83333,3,3,3,3,3,3,11894,12287,12437,14363,14657,4129,1284,1347,2333,359,175,1333,No
33333,1,2,2,3,3,3,25382,26483,25761,25964,26537,27249,1833,3,928,963,1181,967,No
283333,1,-2,-2,-2,-2,-2,-288,-288,-288,-288,-288,2124,3,3,3,3,2412,3,No
53333,3,3,3,3,3,3,46753,48317,48282,18299,19323,23329,2323,1282,3299,1323,1329,1114,No
133333,3,3,3,3,3,3,97362,74352,75334,76735,78168,83347,2833,2733,5433,3533,3533,3233,No
233333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
53333,3,3,3,-1,-1,-2,13831,9549,5385,7781,3,3,1372,1275,7933,3,3,3,No
213333,3,3,3,3,3,3,37148,35754,34232,32331,33337,28312,2333,2333,2444,1342,1338,2333,No
233333,-1,-1,-1,-2,-2,-2,6666,6666,3,3,3,3,6666,3,3,3,3,3,No
223333,3,3,3,-2,-2,-2,31337,6244,3,3,3,3,3353,3,3,3,3,3,No
23333,3,3,2,2,2,2,16754,18873,19862,19245,23532,19953,2433,1633,3,1633,239,3,Yes
193333,3,3,3,3,3,2,31361,32129,33142,33726,35758,35171,1753,1723,1333,2633,3,1433,No
143333,1,-2,-2,-2,-1,-1,3,3,3,3,1386,3,3,3,3,1386,3,3,No
123333,1,2,2,2,2,2,66355,67435,68435,69387,73727,72215,3333,2733,2733,2633,2833,3,Yes
153333,-1,-1,-1,-1,-1,-1,2635,2635,4593,2635,2635,3795,2635,4593,2635,2635,3795,13675,No
233333,-1,-1,-1,-1,3,-1,783,3,393,783,393,393,3,393,783,3,393,393,No
53333,1,2,3,3,3,3,48861,48382,48614,26667,26336,26853,2333,2233,1383,1133,1433,3333,Yes
23333,3,3,3,3,3,3,23243,23433,19583,19983,23196,19735,1413,1233,534,733,1333,3,No
43333,3,3,3,3,3,3,11358,11471,11776,12663,12663,12413,2333,1533,2333,2333,1333,2378,Yes
53333,1,2,3,3,3,2,27387,26372,26992,27693,29237,28637,3,1433,1133,2133,3,1333,No
13333,3,3,3,3,2,2,8755,8158,7543,8164,6963,5923,1167,1322,1336,3,2733,3,No
23333,8,7,6,5,4,3,24313,23987,23353,22719,21796,21162,3,3,3,3,3,3,No
23333,3,3,3,3,3,-2,17246,16988,15973,18773,3,3,2333,2333,3333,3,3,3,No
33333,-1,-1,-1,-1,-1,-1,1598,2487,3,4813,2796,3245,2487,3,4813,2796,3245,7335,Yes
83333,2,2,2,2,2,2,22895,23837,24253,24562,25126,25476,1633,1133,1333,1133,936,3,No
113333,3,3,3,3,3,3,15369,16123,16853,17568,18133,18828,1633,1333,1333,1333,1333,1333,No
533333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
353333,3,3,3,3,3,3,67648,68557,63179,57987,53948,39965,3339,2347,1753,1733,1721,784,No
33333,-2,-2,-2,-2,-2,-2,3,3,3,3,7463,6834,3,3,3,7463,6834,4985,No
113333,1,-2,-2,-2,-2,-1,3,3,3,3,3,153,3,3,3,3,333,132,Yes
33333,1,2,2,3,3,3,29395,33819,29214,29478,23384,22428,2533,3,913,1333,1333,1333,No
53333,3,3,-2,-2,-2,-2,33433,3,3,3,3,3,533,3,3,3,3,3,No
143333,3,3,3,3,3,3,44733,44144,44739,43455,43983,44614,2133,2327,1833,1633,1753,1733,No
53333,3,3,3,3,3,3,4987,6741,9366,8566,13366,3,2333,3333,1533,1533,3,3,No
43333,3,3,2,2,2,2,26461,29425,33145,29361,33893,34487,3433,1533,3,5333,1333,3,Yes
133333,2,2,2,2,2,2,53485,51582,52141,52691,54199,53176,2233,2333,2333,2533,3,4533,Yes
133333,3,3,3,3,3,3,131341,133698,131993,127512,128683,129669,7333,5151,4464,5333,4732,8333,No
23333,3,3,3,3,3,3,23218,19194,23112,19712,19712,6321,1482,1433,3,3,3,3,No
53333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
13333,3,3,3,3,3,3,15915,9353,9931,9975,9736,8733,2333,2233,1333,333,311,322,No
233333,3,3,3,3,3,3,43515,44557,45574,49322,47459,49666,1739,1756,2662,1726,3333,2533,No
33333,3,3,3,3,3,3,28234,28874,29437,27738,27268,27439,1484,1436,1123,995,989,833,No
183333,3,3,3,-2,-2,-2,119333,123153,3,3,3,3,6333,3,3,3,3,3,No
143333,3,3,3,3,3,3,135192,93337,74513,73876,76183,78433,3333,6333,4333,4333,4333,3333,No
23333,3,3,3,3,3,3,14591,15616,16628,16958,17314,17664,1265,1277,637,629,638,641,No
83333,3,3,3,3,3,3,35663,37382,38464,38922,43791,43138,2333,2333,1397,2533,3333,1633,No
183333,-1,-1,-1,-1,-1,-1,4453,3313,7226,5363,2832,1893,3313,7228,5363,2832,1893,2576,No
23333,-1,-1,-1,-1,-1,-1,2946,3,393,393,393,393,3,393,393,393,393,783,No
33333,3,3,3,3,3,2,33636,29579,33291,33616,33456,29818,1833,1512,1259,2533,3,1333,No
153333,3,3,3,3,3,3,45335,53262,54793,59244,64396,68837,6333,6333,6333,6333,6331,6333,No
283333,-1,-1,-1,-1,-1,-1,5924,5174,983,3358,3158,9533,5174,1378,3358,3158,9533,3,No
23333,2,3,3,3,3,2,15294,16343,17359,17776,19293,18844,1333,1333,733,1833,3,1333,No
213333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
53333,3,3,3,3,3,3,47917,48455,48123,28453,29346,29647,1988,1989,1318,1354,1384,1348,No
53333,3,3,3,3,3,3,51737,27121,28133,28814,29261,29878,2933,1447,1158,1341,1382,994,Yes
73333,3,3,3,3,3,3,49635,51834,53341,55153,57398,59141,3333,2733,3333,3333,3333,4733,No
93333,3,3,3,3,3,2,24431,22771,19461,16181,14669,14422,1454,1384,437,673,3,132,No
153333,-1,-1,-1,-1,-1,-1,772,337,618,153,153,377,343,618,153,153,227,3,No
83333,3,3,3,3,3,-2,28438,25695,11553,2353,3,3,1259,1335,1633,3,3,3,No
243333,-1,-1,-2,-2,-2,-2,238,3,3,3,3,3,3,3,3,3,3,3,Yes
233333,-2,-2,-2,-2,-2,-2,133,133,133,133,133,133,133,133,133,133,133,133,No
93333,3,3,3,3,2,3,11315,12343,13349,14276,13934,14184,1212,1221,1148,3,513,525,Yes
233333,-1,-1,3,-1,-1,-1,3877,11496,5935,295,1867,3,11496,1311,297,2923,3,3,No
123333,3,3,3,3,3,3,22431,12399,4199,3359,674,3,1533,1333,682,3,3,738,No
53333,3,3,3,3,3,3,7313,9876,11115,12915,14415,3,3333,1533,2333,2333,3,3,No
143333,3,3,3,3,3,3,68375,69972,71835,73613,75426,77169,3333,3333,3333,3333,3333,5333,No
73333,3,3,3,3,3,3,19882,23611,21859,22445,22935,23434,1352,1633,949,1333,1333,1333,No
233333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3983,3,3,3,3,3983,3,No
123333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
93333,3,3,3,3,3,3,22139,25311,29233,32747,38217,43744,6333,5333,4333,6333,8333,4333,No
263333,1,-2,-2,-2,-1,-1,3,3,3,3,1983,2533,3,3,3,1983,2533,3,No
53333,3,3,3,2,3,3,27245,28333,31933,31393,31837,32555,1833,4433,3,1433,1433,1433,No
113333,3,3,3,3,3,3,8481,13366,17638,22234,26784,31352,4983,5124,5256,5416,5552,5742,No
33333,3,3,3,3,3,3,27391,28412,28575,28925,24159,3,1767,1733,1313,1141,3,3,No
23333,3,3,3,3,3,3,5932,6767,8145,8153,8324,8493,1122,1533,291,332,334,319,No
53333,3,3,3,3,3,3,53342,53482,49217,43882,23258,23333,1896,1656,1753,717,753,1333,No
233333,-2,-2,-2,-2,-2,-2,1242,4336,941,2357,2945,1143,4334,945,2366,2947,1143,744,No
263333,3,3,3,3,3,3,68411,63386,48663,53998,53835,56728,2533,4333,4333,3835,3835,3333,No
53333,3,3,3,3,3,3,16936,17645,18478,13279,13646,13776,1314,1147,348,512,435,193,No
53333,3,3,3,3,-2,-2,21362,6495,2237,3,3,3,2333,1333,3,3,3,3,No
53333,3,3,3,3,3,2,42543,34629,27395,18538,23133,19633,1933,1428,633,3333,3,1333,No
53333,-1,-1,-1,-1,-1,-1,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,No
53333,-2,-2,-2,-2,-2,-2,3779,3944,2118,2259,3527,1133,3955,2124,2266,3638,1333,3,No
53333,3,3,3,3,3,3,47369,48479,49523,18993,19539,19791,2169,2213,683,855,726,687,No
83333,3,3,3,3,3,3,81374,78262,76163,76813,77511,79369,3733,3433,2933,2933,2841,3133,No
33333,-1,-1,-1,-1,3,-1,396,396,396,792,396,772,396,396,792,3,772,3,No
233333,3,3,3,3,3,3,33781,35879,26343,27497,29382,31647,3333,2333,2333,2333,3333,4333,No
223333,-1,-1,3,-1,-1,-1,996,4132,4111,1357,993,1324,4132,1111,1357,993,1324,1339,No
133333,3,3,3,3,3,3,133461,133393,132211,131837,131383,131597,7313,6657,3899,3952,3933,4333,No
153333,-2,-2,-2,-2,-2,-2,53,6527,2168,-7,1373,-1,8589,2533,3,1383,3,2353,No
143333,3,3,3,3,3,3,134233,127319,137496,69218,73732,72267,5333,3533,2733,2633,2742,2733,Yes
53333,3,3,3,3,3,3,49639,61162,31485,15281,18331,18233,2133,2333,4333,3333,1533,1333,No
23333,1,2,2,3,3,3,6174,7543,7255,3887,5887,3,2333,28,3,2333,3,3,Yes
183333,3,3,3,3,3,3,5591,6619,13574,7733,6794,5487,1126,4381,243,534,169,62,Yes
73333,3,3,3,3,3,3,63933,65248,62958,64239,59482,63883,3333,2193,2231,2181,2413,1952,No
33333,8,7,6,5,4,3,34423,33952,33165,32391,31332,33558,3,3,3,3,3,3,No
63333,3,3,3,3,3,3,44831,41545,43649,43843,43612,43656,3333,4536,2533,1833,4233,2533,No
383333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
83333,3,3,3,3,3,3,57376,58649,59873,61377,62394,63655,2233,2233,2233,2333,2333,2633,No
293333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
93333,-1,-1,-1,-1,-1,-1,4989,-818,1114,657,1332,783,3,2836,2256,2274,783,3,No
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
153333,-2,-2,-2,-2,-2,-2,456,9664,3423,2527,3,3,9664,3423,2612,3,3,3,Yes
143333,-1,-1,-1,-1,-1,-1,2937,5153,1514,2573,495,1744,2324,1522,2583,496,1749,2265,No
173333,3,3,3,3,3,3,166246,169163,136634,136637,133199,135242,6733,6833,4733,4733,5533,5333,No
83333,3,3,-2,-2,-2,-2,83333,3,3,3,3,3,3,3,3,3,3,3,No
83333,3,3,3,3,3,3,79148,52174,44275,42329,33838,29757,2333,2333,1533,1533,2333,1533,No
133333,3,3,3,3,3,3,129689,137373,133942,94623,93556,92394,5333,4433,5333,4333,3533,4333,No
243333,1,-2,-1,-1,-1,-1,-55,-55,3545,1338,1375,1744,3,3633,1338,1375,1744,3,No
183333,-1,-1,-2,-2,-2,-2,4148,3,3,3,3,3,3,3,3,3,3,3,No
73333,3,3,3,3,3,3,69398,73352,69936,68118,65942,62495,2667,2321,2391,2316,2466,1451,No
313333,-2,-2,-2,-2,-2,-2,4343,4348,3959,235,3199,5134,4368,3964,235,3239,5139,1434,No
173333,-1,-1,-1,-1,-1,-1,764,1133,533,2499,1533,633,1135,533,2499,1533,633,2133,No
143333,-1,2,-1,-1,-1,-1,652,326,326,326,476,326,3,326,326,476,326,326,Yes
233333,3,3,3,3,3,3,64195,65565,66873,68752,73485,71887,3333,3333,3333,3333,2575,3333,No
63333,1,-2,-2,-2,-2,-2,-1543,-1933,-2323,-1223,3,3,3,3,2333,2333,3,3,No
53333,3,3,3,3,3,3,43979,33433,23879,18573,17318,17936,2333,2333,2333,1333,1333,2833,No
23333,-1,-1,-2,-2,-2,-2,73,-623,-623,-1433,3,3,3,3,3,1433,3,3,No
113333,3,3,3,3,3,3,55349,52914,49483,49292,49463,49473,2396,2333,1832,1783,1783,1756,No
93333,3,3,3,3,3,3,93922,83983,66533,67347,68539,67588,4273,3233,2533,2533,2631,2646,No
23333,2,2,2,2,2,2,16233,23547,23542,19572,23437,19994,5383,663,3,1538,3,2658,Yes
33333,3,3,3,3,3,3,26847,24815,21681,22293,17155,13473,2533,3533,2333,3533,2333,1333,No
333333,-2,-2,-2,-2,-2,-2,3333,3333,3,3,613,2165,3333,3,3,613,2165,2394,No
73333,3,3,3,3,3,3,73476,68539,69523,51635,53311,53729,2733,3533,2333,2333,2533,2533,No
23333,3,3,3,3,3,3,18852,16648,19395,23271,23445,17532,1533,4333,2333,2333,2933,2735,No
23333,3,3,3,3,3,3,15893,13995,13375,14235,15869,16666,2333,2333,1333,2333,1333,1333,No
63333,3,3,3,2,3,3,9928,11261,12853,12352,12733,13338,1533,2393,3,733,1333,1433,Yes
53333,3,3,3,3,3,3,13753,8755,8684,5983,4252,5334,1537,3139,2239,2333,2533,3333,No
33333,2,3,3,3,3,3,29278,33393,29785,33377,33155,31398,1633,1585,1377,1155,2633,3,Yes
243333,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,Yes
183333,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,No
13333,1,2,2,2,2,2,8425,8148,9481,9183,13352,13391,3,1632,3,1322,353,3,No
63333,2,2,2,2,2,2,34735,33895,36533,37133,37893,37131,3,3233,1533,1533,3,1733,No
53333,1,2,2,2,2,2,47354,48338,48913,49847,53843,49532,2333,2333,2333,1933,1933,1633,Yes
83333,-1,3,3,3,3,3,57314,58489,53452,51573,49361,33931,2145,2333,2312,2349,2338,1217,No
263333,1,-1,-1,-2,-2,-2,3,342,3,3,3,3,342,3,3,3,3,3,No
33333,3,3,3,3,3,3,28786,26496,25398,26239,25325,26433,1533,1453,1533,1533,1533,1533,No
73333,3,3,3,3,3,3,22578,23636,24619,25137,25634,26143,1397,1413,898,931,936,973,No
253333,3,3,3,3,3,3,215316,198493,169314,167776,168113,168535,6845,5945,5919,6333,6359,5837,No
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
173333,1,-2,-2,-2,-2,-1,3,3,3,3,3,2485,3,3,3,3,2485,7797,No
33333,-1,-1,-1,-1,-2,-2,393,3,783,3,3,3,3,783,3,3,3,3,No
113333,3,3,3,3,3,3,36832,38213,43259,41585,42913,44197,2333,3333,2333,2333,2333,2333,No
33333,3,3,2,2,2,3,24238,26996,26269,27734,27151,28199,3462,3,2233,3,1533,1533,Yes
23333,1,2,2,3,2,3,18648,18361,21334,23419,19289,19633,3,3292,3,3,781,731,Yes
233333,-2,-2,-2,-2,-2,-2,7812,3,3,1115,3,3,3,3,1115,3,3,3,No
123333,-1,-1,-1,-1,-1,-1,1188,2512,3444,1742,532,346,2512,3444,1742,532,346,325,No
83333,3,3,3,3,3,3,76962,79463,79761,33286,29898,33364,4333,3533,1133,1133,1233,1333,Yes
33333,1,2,3,3,3,3,31389,13989,11997,12397,13343,13325,3,1233,633,1333,653,653,No
53333,-1,-1,-1,-1,-1,-1,3424,155,1922,1473,1865,835,155,1922,1473,1865,835,1833,No
93333,3,3,3,3,3,3,84148,79847,75576,75266,74431,68399,5336,4337,5336,4333,3314,4337,No
53333,3,3,3,3,3,3,38637,39681,43717,41682,42857,45581,2333,2333,1642,2333,3633,3,No
153333,3,3,3,3,3,3,83463,82513,84271,43832,33963,34638,3348,3493,1432,1233,1243,1284,Yes
143333,1,-2,-2,-2,-2,-2,-153,-153,-153,-153,-153,-153,3,3,3,3,3,3,Yes
333333,-1,-1,-2,-2,-2,-2,2285,3,3,3,3,3,3,3,3,3,3,3,No
163333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
53333,3,3,3,2,2,2,47353,47835,51139,51713,52738,48789,1842,4116,2333,1953,3,1885,Yes
233333,1,-1,-1,-1,-1,-1,3,3346,3,465,1775,8722,3346,3,465,1775,8722,3,No
