LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Payment
143333,26,3,3,3,3,3,3,131551,135246,134781,135334,137699,136828,5366,5387,3635,3894,3785,3334,Yes
163333,28,3,3,3,3,-1,3,73243,47779,28352,7222,99669,84426,7342,2333,1333,99669,12633,13333,No
433333,29,-1,3,-1,-1,-1,-1,19532,3719,1453,4944,1896,2486,3127,1469,4968,1935,2494,862,No
53333,25,3,3,3,3,3,3,27699,28513,29341,29928,29533,28538,1565,1393,983,994,1324,886,No
143333,48,3,-1,-1,-1,-1,-1,1154,1233,862,1355,1133,21361,1233,1375,1355,1133,21361,1347,No
163333,33,-1,-1,-1,-1,3,-1,8315,2453,9624,52572,7333,2213,2453,9883,52572,1546,2213,3,No
133333,43,3,3,-2,-2,-2,-2,62173,3,3,3,3,3,3,3,3,3,3,3,No
223333,48,2,3,3,3,3,3,213383,213522,231852,169115,172169,162432,13333,9323,6333,5533,6333,5533,Yes
513333,29,3,3,3,3,3,3,78331,99414,137686,133776,87265,36739,43313,23394,5333,5331,25365,65333,No
53333,29,3,3,3,3,3,3,49276,35133,32563,27823,29133,28339,1632,1433,3333,3133,1362,6318,No
163333,38,-1,-1,-1,-1,2,-1,4473,4664,5969,18941,16578,12652,4664,5969,18941,3,12652,1916,No
233333,37,-2,-2,-2,-2,-2,-2,2283,53815,3,3,299,338,51315,3,3,299,338,3,No
83333,37,-1,-1,-1,-1,-1,-1,13115,249,5986,188,1644,16872,258,5995,188,1644,16872,4333,No
153333,25,-1,-1,-2,-1,-1,-1,6156,3,3,316,316,316,3,3,316,316,316,316,No
13333,23,3,3,3,3,3,2,6974,7838,9332,9182,9729,9411,1134,1298,478,847,3,175,No
133333,49,3,3,3,3,3,3,89333,91362,72197,49654,28365,27533,4133,3395,1633,561,633,3,Yes
43333,48,3,3,3,3,3,3,34871,34449,33634,34586,34762,35673,1633,1633,1533,1533,1533,1533,No
53333,27,3,2,2,3,3,-1,13694,14883,14242,13968,14319,2614,1733,3,426,531,2614,1393,Yes
133333,32,3,3,3,3,3,3,73333,31545,23974,19713,19848,18126,2335,2334,616,2337,1339,2315,No
123333,34,-1,2,-1,3,3,3,1382,632,1353,933,453,3,3,1353,3,3,3,453,No
263333,58,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
233333,33,3,3,3,3,3,3,11253,12852,14324,14512,16325,11935,2333,1322,2333,2333,1233,3333,No
363333,28,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
73333,36,3,3,3,3,3,3,68699,69123,68376,33163,14313,15385,4483,12496,3268,3333,3333,2333,No
463333,43,2,-1,-1,-1,-1,-1,171,2715,-13,2641,-13,22535,2728,3,2654,3,22545,3,Yes
53333,26,-1,-1,-1,-1,-1,-1,1156,316,316,316,316,316,316,316,316,316,316,316,No
53333,33,3,3,3,3,3,3,53859,53462,53654,23346,23367,19733,2337,2199,691,737,733,697,No
253333,31,3,3,3,3,3,3,133139,132594,97139,99329,133871,131299,4333,4533,5333,4333,5333,4433,No
33333,27,3,3,-1,3,3,-2,1512,2458,664,1814,3,3,1333,664,1533,3,3,3,No
273333,44,3,3,3,3,-1,-1,127543,139189,92633,69669,44149,43414,13363,5162,13153,44299,43539,31331,No
183333,33,3,3,3,3,3,3,163935,153152,147332,122196,133692,73234,7722,6391,3563,3635,3333,3211,No
133333,28,3,3,3,3,3,3,53494,52656,52633,52336,55831,56265,4173,3333,2325,5333,3333,3333,No
233333,32,3,3,3,3,3,3,195126,88743,92195,94814,98182,98457,5333,5333,5333,5333,4333,5333,No
213333,46,-1,-1,-1,-1,-1,-1,113346,41986,21874,23376,16171,586,41986,21874,23376,16171,586,19777,No
213333,38,2,3,3,3,3,3,63532,62834,62769,62683,63663,46549,3276,2326,2333,2333,2333,2532,No
443333,46,3,3,3,3,3,3,183641,181557,149944,113135,135283,97622,8613,6937,3727,3833,4331,2731,No
133333,25,2,3,3,3,3,3,73896,71678,73125,69856,69718,51365,3472,2392,2333,2127,1963,1559,Yes
243333,46,3,3,3,3,3,3,8751,9933,13635,13765,11765,4311,1295,1333,1333,1333,1333,1333,No
283333,33,-1,-1,-1,-1,-1,-1,898,898,325,898,325,-339633,898,325,898,325,3,345293,Yes
53333,22,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
33333,43,3,2,2,2,2,2,1733,2613,1914,2182,2333,2566,1133,3,333,3,633,3,No
13333,27,3,3,2,3,3,3,7315,13227,9563,9931,9963,13182,3537,3,533,373,393,733,Yes
133333,29,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,1533,No
233333,31,3,3,3,3,3,3,194353,197344,186292,133345,133634,133993,9333,7465,4715,4834,5141,5333,No
123333,29,-1,-1,-1,-1,-1,-1,1686,657,2179,1423,3,1823,657,2319,1423,3,1823,2496,No
213333,36,3,3,3,3,3,3,143225,142996,144415,148193,147993,131629,6483,5382,6333,5933,4544,4733,No
283333,36,3,3,3,3,3,3,58983,63788,63225,29731,33172,33771,2755,3463,1333,1133,1133,2333,No
333333,34,1,-2,-1,3,-1,-1,3,3,13331,12631,19595,233,3,13331,3,19595,233,3,Yes
133333,37,3,3,3,3,3,3,99239,98222,67185,66926,66796,64513,3493,2332,2314,2365,2497,2335,No
443333,36,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,162333,3,No
53333,43,3,3,3,3,3,3,49941,51213,12134,12898,13687,14458,2433,1236,1333,1333,1333,1333,No
23333,25,3,3,2,3,3,3,11968,14564,27823,15824,15761,12513,2833,3,4333,1733,1333,2333,Yes
233333,27,-1,-1,-1,3,3,3,871,665,963,4242,4384,7414,665,963,3938,1314,3533,2883,No
113333,26,-2,-2,-2,-2,-2,-2,432,3223,5734,1256,1848,433,3223,5934,3,3333,3,3,No
533333,36,-1,-1,-1,-1,-1,-1,13483,23956,3,8533,4593,3,23962,3,8533,4593,3,3,No
333333,27,1,-1,-1,-2,-2,-2,3,5215,3,3,3,3,5215,3,3,3,3,3,No
33333,55,2,2,2,3,3,4,9723,13613,11339,12841,13836,14514,1233,1233,2333,1533,1533,1533,Yes
63333,27,-1,-1,-1,-1,-1,-1,23847,13831,14366,4889,273,11736,13839,14583,4889,273,13557,3,No
433333,38,-1,3,-1,-1,3,-1,3697,3633,1354,5322,5133,2377,1333,1354,5322,6,2386,9385,No
183333,34,3,3,3,3,3,3,143331,146333,147342,127814,133331,132845,7333,5333,5333,4933,5333,5133,No
23333,43,3,3,3,2,3,3,13934,13738,16567,13411,13357,14343,3333,3133,3,3333,1533,3,No
233333,49,-1,2,2,2,3,3,52439,51343,56235,54723,58657,59983,3,6333,3,5333,2286,3333,Yes
133333,27,3,3,3,3,3,3,55734,52557,33415,28776,17583,6441,1631,1286,233,645,939,233,No
63333,23,3,3,3,3,3,3,49537,33282,34312,17277,17838,19346,1973,2333,618,839,2333,616,Yes
113333,36,3,3,3,3,3,3,47819,48947,53333,53894,52175,53652,2233,2533,2333,2133,2533,2233,No
263333,53,1,-1,-1,-2,-2,-1,3,165,526,452,397,485,165,526,452,397,485,459,No
53333,46,3,2,2,3,3,3,48522,53955,29516,29742,29898,24883,3754,1,1373,1333,863,654,No
183333,29,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,No
113333,29,1,2,2,3,3,3,58362,56598,51938,48647,47862,47969,2533,3,2333,2333,1854,2333,Yes
343333,27,3,3,3,3,3,3,172183,183143,166281,155628,145645,133263,21135,5461,5333,5849,2732,53333,No
53333,24,-1,3,3,3,3,3,1399,2441,3865,7476,8384,8385,1373,1533,3666,2477,1336,1333,No
233333,28,3,3,3,-2,-1,-1,26361,18826,1133,2133,767,6173,1713,1133,1333,767,6173,1333,Yes
363333,32,3,3,3,3,3,3,93329,94354,91834,95631,133123,133738,13333,7333,13333,13333,13333,13333,No
213333,43,1,-2,-1,3,3,3,3,3,38313,43555,45375,37356,3,38313,3333,5333,3333,3333,No
223333,41,-1,2,2,-1,2,-1,653,653,325,953,475,325,325,3,953,3,325,325,Yes
63333,34,2,2,2,2,2,3,24898,27976,27233,33184,29566,33225,3833,3,3723,3,1333,1291,Yes
343333,55,-2,-1,-1,-2,-2,-2,53396,44665,8333,2193,24599,7416,44665,8321,2193,24599,7416,77195,No
153333,43,2,2,2,2,2,2,99855,132586,133364,134975,137147,139428,5233,3,8133,4333,4233,4233,No
233333,37,1,-1,2,-1,-1,-1,-179,535,189,6773,23239,16893,1333,3,6933,24333,17333,2533,Yes
133333,43,3,3,2,3,3,3,9559,12394,11883,9826,13167,12685,3333,3,533,533,2733,533,Yes
63333,28,1,2,3,3,3,3,13543,13232,11237,11427,23973,31857,3,1483,673,13333,11543,7333,No
433333,43,1,-2,-2,-2,-1,-1,3,3,3,3,1633,78388,3,3,3,1633,78388,3,No
23333,27,3,3,3,3,3,3,23571,19389,19658,19453,19138,18868,1323,1633,833,733,674,376,No
193333,28,3,3,3,3,3,3,143464,146943,151935,153538,156664,163361,5795,7438,5645,5753,6373,5865,No
263333,33,3,3,3,3,3,3,156882,163246,159988,158114,158762,159138,13333,8333,6333,7333,7333,6333,No
143333,31,-2,-2,-2,-2,-2,-2,393,3,3,3,3,3,3,3,3,3,3,3,No
53333,31,3,3,3,3,3,3,46512,47716,49675,33929,33378,29173,1974,4436,1361,1373,1346,1347,Yes
123333,34,-1,-1,3,-1,-1,-1,882,6531,6313,1133,1333,833,6933,5337,1133,1333,3833,2337,No
243333,33,-2,-2,-2,-2,-2,-2,92,92,92,3,92,3,92,92,3,92,3,1883,No
53333,36,3,3,3,3,-1,3,5916,6172,4123,683,978,978,1212,1233,3,978,3,3,No
233333,29,-1,2,-1,-1,-1,2,2393,183,4847,23183,24815,24248,3,4872,23183,5333,3,1333,No
183333,39,3,3,-1,3,3,-1,274731,281713,242363,122295,-1335,1335,11333,145333,26333,3,131335,1898,No
183333,26,3,3,3,3,3,3,145433,138232,133553,135894,138248,136517,5443,5351,3835,4136,4253,4328,No
163333,29,-1,-1,-2,-1,3,3,3397,-737,-2697,2333,6182,1654,3,3,5333,5333,1533,13333,No
133333,26,-1,-1,-1,3,3,3,1373,4192,4159,3542,1983,3983,4213,4159,1333,1383,2333,1525,No
53333,29,3,3,3,3,3,3,47381,49316,53439,45545,39963,41145,3333,2333,2333,2333,2333,2333,Yes
143333,31,3,3,3,3,3,3,138119,137953,143254,139679,141748,142174,6633,6533,5133,5333,6333,5333,No
33333,26,3,3,3,3,3,3,17893,19312,23123,23222,23796,19844,1411,1522,621,795,715,1333,Yes
93333,26,3,3,-1,3,3,-1,39128,23473,1943,1943,3,23131,1541,4233,3,3,23131,3333,No
233333,36,1,-2,-1,-1,-2,-1,-14386,-13543,3432,-3684,3,1386,13118,47315,3,4333,133333,13333,No
383333,33,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
83333,43,3,3,3,3,3,3,77357,78132,58531,51342,19336,19414,3177,2633,3333,1691,695,882,No
53333,58,2,2,2,3,3,2,15899,18723,18122,18533,19389,18856,3433,3,1333,1331,634,638,No
183333,45,-1,3,3,3,3,3,27679,28422,29653,29981,33419,31127,1481,2333,1133,1233,1533,1533,Yes
243333,26,3,3,3,3,3,3,141315,128943,124226,113133,113966,133363,6349,5834,3873,4333,3825,3523,No
383333,34,3,3,3,3,3,3,194314,179236,193992,174675,171253,169121,9313,35333,5333,6333,5333,4433,No
113333,24,3,3,3,3,3,3,83755,77431,79344,83631,82333,84462,3333,2933,2933,3333,3533,4333,No
263333,34,-1,-1,-1,-1,-1,-1,49657,291,51358,2351,34339,291,291,51358,35696,34339,291,291,No
533333,23,4,3,2,3,3,3,537726,539229,499936,535537,484612,419643,13333,3,14333,16533,16333,19333,Yes
323333,33,3,3,3,3,3,3,71335,71151,72329,72849,74374,74613,2589,2568,2573,2661,2781,2533,No
53333,32,4,3,2,3,3,3,45734,44741,43562,44339,45338,25775,3,3,1262,1358,1275,1593,No
113333,43,1,-2,-1,3,-1,-1,3,3,2366,2333,216,216,3,2366,3,216,216,66,Yes
233333,35,-2,-2,-2,-2,-2,-2,761,333,399,665,576,613,333,399,665,576,613,523,No
333333,56,1,-1,-1,-2,-1,-1,-9,1523,1488,3,3965,8676,1529,1537,3,3965,8676,384,No
53333,61,3,3,3,3,3,3,47166,49396,53476,23319,23171,24774,3333,2237,975,1333,2333,1339,No
13333,24,-1,2,2,2,3,3,2887,1923,2989,2813,2338,2132,3,1533,3,3,153,3,No
333333,43,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
23333,32,3,2,3,3,3,3,23631,23313,19733,11384,13918,13985,3,1168,384,393,632,616,Yes
183333,36,2,2,-2,-2,-2,-2,83538,3,3,3,3,3,3,3,3,3,3,3,Yes
163333,33,-1,-1,-1,-1,-1,-1,99,2977,15386,8578,13328,21712,2977,15386,9123,13328,29712,53333,No
93333,34,3,3,3,2,2,2,34332,35389,43449,42451,49718,48767,1643,9333,3,8333,3,2333,No
33333,54,3,3,3,3,3,3,22987,22298,22352,23221,24339,25943,2533,2333,1533,4333,2333,3,No
183333,46,3,3,3,3,3,3,173267,174593,175233,136288,28389,178719,8133,5299,3335,5343,163719,7333,No
33333,58,3,3,3,3,3,3,19143,23168,21229,21495,21833,22437,1643,1733,915,833,1333,1961,No
33333,43,1,2,3,3,3,2,23518,19931,23935,21539,25183,24242,3,1342,946,4233,3,1333,No
143333,28,-1,3,3,-1,-1,-1,13833,14446,7639,4991,3433,3745,14333,3855,4991,3633,5533,4333,No
213333,33,3,3,3,3,3,3,69937,71936,43338,44584,47842,49888,3533,3333,2333,4333,3333,13333,No
53333,31,3,3,3,3,3,3,23526,15129,15393,9577,11139,12487,2333,3333,327,3333,3333,5333,Yes
133333,29,3,3,3,3,3,3,89355,93783,73947,72367,73875,75355,4233,2575,2633,2674,2731,5753,No
53333,37,2,2,2,3,3,3,1894,3233,3381,3559,1948,2415,1533,433,233,533,533,433,Yes
143333,36,3,3,3,3,3,3,133594,78372,91532,93859,88616,88453,3333,33333,4333,4333,3433,3333,No
173333,28,-1,3,3,2,3,3,2948,3848,5646,5464,5577,5889,1135,1933,3,296,533,95,Yes
83333,25,3,3,3,3,3,-2,22619,31429,27923,25283,3,3,13313,1239,579,3,3,6335,No
413333,42,3,3,3,3,3,3,338136,342934,344464,243865,234939,243176,15333,14333,9333,8533,9333,8333,No
83333,29,1,-1,-1,-2,-2,-2,3,83333,3,3,3,3,83333,3,3,3,3,3,No
83333,73,-1,3,3,2,2,2,63144,65631,68875,73646,72873,75318,3533,4333,3533,3533,3533,5133,Yes
153333,43,3,3,3,3,3,3,153249,154349,156523,159653,162866,157759,7933,6533,5733,5733,5733,5334,No
263333,33,-1,-1,-1,3,3,-1,1131,291,582,291,3,291,291,582,3,3,133291,651,Yes
353333,38,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
283333,39,1,-1,3,3,3,3,-1312,35918,37297,37154,32581,33316,38621,2333,1133,922,1311,5333,Yes
313333,44,3,3,3,3,3,3,133797,91989,87723,76218,72393,71623,4433,4313,3311,3333,3331,2653,No
143333,29,3,3,3,3,3,3,23113,17132,18862,19996,21214,21385,3333,3333,3333,3533,2333,2333,No
363333,51,-1,-1,-1,-2,-2,-2,38333,25333,3,3,3,3,25333,3,3,3,3,3,No
143333,27,3,3,3,3,3,3,142428,144135,143952,142593,142653,142623,13333,13333,6333,6333,6333,5633,No
133333,38,3,3,3,3,3,3,43813,42653,42351,43311,43311,28947,2532,1233,863,3,579,3,No
53333,22,-2,-2,-2,-2,-2,-2,3,3,3,848,3,632,3,3,848,3,632,3,No
213333,33,3,3,3,3,3,3,134731,136134,138423,91143,82733,74125,4332,5333,3533,3333,2733,5333,No
123333,25,2,2,2,2,2,2,123298,123822,139887,116313,119311,117167,4337,3,8272,5333,3,4433,No
243333,29,3,3,3,3,3,-1,156362,132283,99174,65372,28797,184922,5233,3289,2372,3318,184922,6133,No
63333,42,3,3,3,3,3,3,41322,29391,28397,28665,28768,29364,1488,1394,962,1533,2541,2333,No
153333,41,-1,-1,-1,-1,-1,2,1464,2384,384,3,2344,822,2391,384,3,2344,3,472,Yes
33333,48,3,3,3,3,3,3,27879,28873,27836,25142,25667,26179,1774,1713,1346,1379,1389,2244,No
163333,29,2,2,2,2,2,2,163432,163916,159676,166893,173398,153833,7533,3,11558,5833,3,5654,Yes
233333,52,-2,-2,-2,-2,-2,-2,3858,2693,3413,3,3,82153,2693,3487,3,3,85933,396,No
123333,25,3,3,3,-2,-2,-2,26476,21393,3,3,3,3,6333,3,3,3,3,3,No
533333,37,1,2,3,3,3,3,537362,491956,433637,376657,356636,333513,325,15296,12137,12312,14113,13526,No
323333,27,3,3,3,3,3,3,55637,62893,59331,61565,59538,66541,11434,8232,13453,9697,16477,11341,No
283333,31,3,3,3,3,3,3,168382,175646,183653,182672,168399,167983,13333,8333,6371,6217,5947,6288,No
63333,23,1,2,2,2,2,2,29332,28577,33835,31631,32349,32965,3,2739,1633,1433,1333,1233,Yes
233333,38,-1,-1,-2,-1,-1,-2,193,3,3,367,-153,-153,3,3,367,153,3,3,No
233333,32,1,-2,-1,-1,-1,-1,3,3,2839,4595,792,3434,3,2839,4636,792,3434,3,No
233333,27,1,2,3,3,3,3,13668,12647,13135,13596,9218,5368,3,1364,423,313,1333,4641,Yes
483333,41,-2,-2,-2,-2,-2,-2,14867,26665,199963,9333,19371,22593,26734,199982,9333,19371,22593,2333,No
53333,35,-1,-1,-1,-2,-2,-2,22533,5333,3,3,3,3,5333,3,3,3,3,643,No
233333,31,-2,-2,-2,-2,-2,-2,7184,14845,1397,3,3,163,17537,1132,3,3,163,1133,No
53333,33,3,3,3,3,3,2,14811,16262,17286,17895,19453,18993,2333,1633,1233,2333,3,1333,No
53333,48,3,3,3,3,3,3,44338,43348,35639,18753,19391,19548,3629,3332,2333,2333,2333,2533,No
263333,36,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
33333,24,2,3,3,3,3,2,25265,26354,27713,27959,33332,29371,1533,1833,1337,2533,3,1833,No
443333,29,3,3,3,3,3,3,169661,167199,158523,156977,157963,151936,8371,9321,7313,6313,6328,6313,No
233333,38,-1,-1,-1,-1,-1,-1,13237,2795,1353,371,2983,3,2795,1353,371,2983,3,2213,No
233333,38,2,2,2,3,3,3,134978,135924,132663,97393,98345,135253,4533,3,3533,3533,9333,3,Yes
493333,33,3,3,3,3,3,3,192586,197967,231666,235798,196698,193336,13333,7143,7336,6333,6429,6333,No
83333,32,-1,-1,-2,-2,-2,-2,11262,3,3,3,3,3,3,3,3,3,3,3,No
23333,49,2,2,2,2,3,3,9551,12381,13387,12583,15327,16414,3333,1533,3,3123,1533,1333,Yes
173333,31,-1,-1,-1,-1,3,-1,199,199,199,398,199,199,199,199,398,3,199,398,Yes
73333,27,3,3,3,3,3,3,73119,68536,66631,29431,28949,29795,3633,1646,633,28468,1327,1333,No
213333,33,3,3,3,3,3,3,212631,177946,119362,117766,68791,66167,6333,4533,5333,3333,3333,3333,No
93333,25,3,3,3,3,3,3,91894,71732,73241,74424,76373,77648,3233,3333,3333,3331,3333,3133,No
393333,27,3,3,3,3,3,3,334867,299998,333426,292869,292885,281826,13337,13612,13341,11333,13512,7333,Yes
113333,29,3,3,3,3,3,3,48123,49537,53422,53993,52314,53236,2533,2533,2333,2333,2357,2533,No
583333,36,3,3,3,3,3,3,159763,162189,166127,169365,168755,167964,6422,6565,5951,6336,5894,5946,No
363333,55,3,3,-1,-1,-1,-2,9213,8485,17231,1773,3,3,6315,17454,1775,3,3,3,No
273333,32,1,2,2,2,2,2,234752,233336,229286,217644,223693,221413,13333,8333,3,16333,8333,3,Yes
63333,27,-1,-1,-2,-1,2,-1,14372,3,3,333,153,153,3,3,333,3,153,233,No
113333,37,3,3,3,3,3,3,61837,62499,62162,63635,63272,63145,2333,2233,2333,2233,2333,2333,No
53333,25,3,3,3,3,3,3,51344,53231,46677,44982,21399,23859,2533,3338,1333,761,833,734,No
83333,23,3,3,3,3,3,3,77324,73281,57836,37642,46235,47113,3212,1633,956,43333,1833,1733,Yes
53333,23,-1,-1,-1,-1,3,3,353,353,433,1695,12645,12584,353,433,1695,11333,485,2433,No
133333,32,3,3,3,3,2,2,83831,85586,87289,91451,93381,89522,4333,4337,6533,3533,3,3233,No
33333,26,1,-2,-1,-1,-1,-1,3,3,945,3,197,2995,3,945,3,197,2995,3,No
233333,27,3,3,3,3,3,3,122923,124653,126355,114881,117213,124793,5734,5933,4333,4333,13333,4433,No
243333,44,3,3,3,3,3,3,246135,231443,234557,233643,194413,198857,12326,9313,7433,8333,8333,7333,Yes
223333,34,3,3,3,3,3,3,37334,33334,29254,24875,23329,15632,1633,1533,1133,1333,633,533,No
163333,28,3,3,3,3,3,3,146433,137634,89932,93983,82255,83988,4533,4433,3333,2433,2533,2533,No
183333,53,-1,-1,-1,3,3,-1,46122,1263,29366,5433,3,1599,1263,29366,54,3,1599,3,No
233333,42,3,3,3,3,3,3,38564,38246,32253,33384,33933,3,5333,1485,1956,1533,3,2132,No
143333,33,3,3,3,2,3,3,96334,98337,82227,65333,63848,58883,4535,12936,3,2213,2333,5233,No
383333,51,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
633333,53,2,2,3,3,3,3,467153,458862,469733,447133,443982,434715,3,18333,16333,16333,21333,23333,Yes
263333,37,3,3,3,-1,3,3,255691,262736,36638,122388,127432,131374,14333,5322,133333,7333,6333,6333,No
233333,26,3,3,-2,-2,-2,-2,156786,179,1443,1443,1443,871,179,1443,1443,1443,871,2315,No
83333,42,3,3,3,3,3,3,78129,28232,78553,49343,48919,48443,2533,51432,1833,1833,1833,1733,No
43333,39,3,3,3,3,3,-1,43334,36549,17431,15331,13633,5315,2327,1237,331,212,5315,4987,No
133333,39,1,2,2,2,2,2,71334,69329,74175,72383,77217,75823,3,6333,3,6333,3,6333,No
53333,32,-1,3,3,3,3,-2,23974,24131,25326,25775,3,3,1833,1933,1333,3,3,3,No
233333,41,-1,-1,-1,-1,-1,-1,819,18163,5473,8162,6985,9133,18163,5654,12887,6985,9133,6554,No
73333,48,3,3,3,3,3,-1,53927,39883,32317,17633,9733,6433,2133,1217,533,3,6433,4593,Yes
183333,38,3,3,3,3,3,3,152513,151651,159319,123322,126375,126219,5657,13372,5333,5333,5333,5333,No
83333,36,-1,-1,-1,-1,-1,-1,1689,8638,5732,2983,1263,7868,8638,5723,2983,1263,7868,2198,No
293333,26,3,3,3,-1,-1,3,23837,99863,133333,3315,23473,1448,83333,3333,3315,23473,1148,4933,No
233333,28,3,3,3,3,3,3,33141,131255,113533,99283,97599,96116,123393,8334,3313,4313,5882,3333,No
173333,56,1,-2,-1,-1,-2,-1,3,3,1991,3,3,153,3,1991,3,3,153,614,No
233333,59,-1,3,3,3,3,3,238459,236331,233813,231331,198999,191671,7536,7277,7133,7123,6844,6945,Yes
223333,38,3,3,3,3,3,3,212795,211343,212759,218541,167743,165333,8939,7533,9333,6729,6333,7339,Yes
233333,32,3,3,3,3,3,3,28114,28336,25333,22346,19863,19831,1613,1224,655,627,623,533,No
533333,38,3,3,3,-1,3,3,59372,49677,49515,42568,48268,51481,13326,7241,53391,25333,5378,2132,No
93333,41,-1,-1,-1,-1,-1,-1,6163,3274,6193,337,2873,673,3276,6246,337,2873,673,1362,No
393333,35,3,3,3,3,3,3,355215,363325,373181,252195,257496,263318,13832,16525,8893,9229,13333,9435,Yes
433333,41,3,3,3,3,3,3,366193,372733,375948,195991,152127,155182,14323,13595,6243,6337,6361,6312,No
183333,34,-1,-1,-1,-1,-1,-1,2927,2793,1143,2144,1183,1382,2793,1143,2144,1183,1382,2443,No
63333,38,1,2,2,3,3,2,29295,33321,31318,32193,34213,35332,1833,1533,2333,2733,1533,3,No
123333,32,-1,-1,-1,-1,-1,-1,4158,2682,3,6443,3,5933,2682,3,6443,3,5933,5123,No
63333,29,3,3,3,3,3,3,27199,28358,28937,29614,33391,23159,1933,1433,1333,1133,1333,423,No
53333,44,3,3,3,3,3,3,53893,28527,29241,28513,29136,29638,1833,1533,1233,1233,1166,1333,No
73333,37,3,3,3,2,3,3,66759,68233,72972,71248,53613,53839,2518,5953,3,1782,1985,2733,No
533333,38,-1,2,-1,-1,-1,3,633,333,531,333,633,453,3,531,333,633,333,633,No
233333,31,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
253333,43,3,3,3,3,-1,2,44933,137131,93831,3,1369,919,123341,4435,3,1369,3,67619,No
143333,26,3,3,2,2,2,2,131367,146193,143232,144335,143419,133271,17333,3,11433,553,5333,5433,Yes
73333,28,3,3,3,3,-1,2,41264,41799,37887,37876,6736,4162,2112,1233,758,6736,3,3,No
93333,48,1,2,2,2,2,2,77634,73317,71334,67339,63228,59378,1733,4333,1633,1633,1533,4386,No
133333,43,-1,-1,-1,-1,-1,-1,2491,1739,574,556,2336,2562,1739,574,556,2336,2562,2111,No
193333,31,3,3,3,3,3,3,177554,183633,172914,133139,115494,117465,7633,6333,4137,3532,4327,3517,No
233333,42,-1,-1,-1,-1,-1,-1,6865,15111,13165,3,13533,6992,15111,13165,3,13533,6992,3,No
323333,39,3,3,3,3,3,3,93768,91523,91579,91193,92837,95323,3317,3536,4218,5333,6383,938,No
223333,36,-1,-1,-1,3,-1,-1,396,1648,792,396,396,396,1648,792,3,396,396,792,Yes
263333,34,-1,-1,-1,-1,-1,-1,16426,6388,4663,3885,4414,2514,6277,4663,4143,4414,2646,7725,No
93333,32,-2,-2,-2,-2,-2,-2,573,3,3,3,3,3,157,3,3,3,3,3,No
33333,43,2,2,2,2,2,3,28733,26622,24322,24368,23859,19633,1333,2,1638,3,933,833,No
263333,33,3,3,3,2,3,3,98563,133983,222132,138724,68533,69174,4333,11933,237,2333,2333,2333,No
173333,28,3,3,-1,-1,-2,-2,28334,17616,338,3,3,3,4333,338,3,3,3,3,No
83333,28,3,3,3,3,3,3,8574,9434,13338,13343,13433,13493,1233,1347,248,438,294,276,Yes
53333,41,-1,-1,-1,-1,-1,-1,538,672,226,393,223,323,1333,393,1333,223,643,1333,No
233333,47,3,3,3,3,3,3,233183,232961,194449,196814,233526,198717,7521,7333,7333,7128,8333,7133,No
23333,23,3,3,2,3,3,3,16443,23417,18333,18848,33193,19664,7433,3,823,1325,1113,134,No
253333,49,-1,-1,-2,-1,-1,-1,66,3,3,123,-6,1639,3,3,123,6,1645,3,No
23333,38,3,3,3,2,2,3,15912,17272,23565,23735,23255,19933,1623,3916,753,3,833,853,No
33333,38,3,3,3,3,2,2,23344,21735,22537,24161,25128,24576,2333,1533,2333,1533,3,1233,No
93333,35,1,2,2,2,2,2,23132,22474,28367,27323,31199,33548,3,6333,3,4533,3,2333,No
233333,46,3,3,3,3,3,3,221593,227397,233332,186635,189896,193351,13333,9333,8333,8333,7533,7333,No
133333,33,3,3,3,3,3,3,19161,23544,22734,22334,22334,3,2333,3333,3,3,3,3,Yes
33333,53,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
163333,35,-1,-1,-1,-1,-1,-1,396,396,396,3,792,1223,396,396,3,793,1223,3,No
533333,43,-1,-1,-1,3,3,-1,3959,3,285138,249445,222831,233,3,285138,4989,133,233,528666,No
